Day,Route,Time,Estimated Buses Required
8,335.0-N,5.0,36
8,335.0-N,5.5,39
8,335.0-N,6.0,37
8,335.0-N,6.5,36
8,335.0-N,7.0,117
8,335.0-N,7.5,118
8,335.0-N,8.0,117
8,335.0-N,8.5,116
8,335.0-N,9.0,114
8,335.0-N,9.5,113
8,335.0-N,10.0,58
8,335.0-N,10.5,59
8,335.0-N,11.0,59
8,335.0-N,11.5,59
8,335.0-N,12.0,61
8,335.0-N,12.5,60
8,335.0-N,13.0,57
8,335.0-N,13.5,58
8,335.0-N,14.0,61
8,335.0-N,14.5,57
8,335.0-N,15.0,62
8,335.0-N,15.5,60
8,335.0-N,16.0,105
8,335.0-N,16.5,106
8,335.0-N,17.0,108
8,335.0-N,17.5,103
8,335.0-N,18.0,107
8,335.0-N,18.5,106
8,335.0-N,19.0,103
8,335.0-N,19.5,109
8,335.0-N,20.0,54
8,335.0-N,20.5,53
8,335.0-N,21.0,54
8,335.0-N,21.5,54
8,335.0-N,22.0,54
8,335.0-N,22.5,54
8,340.0-H,5.0,38
8,340.0-H,5.5,38
8,340.0-H,6.0,37
8,340.0-H,6.5,38
8,340.0-H,7.0,107
8,340.0-H,7.5,115
8,340.0-H,8.0,115
8,340.0-H,8.5,106
8,340.0-H,9.0,115
8,340.0-H,9.5,107
8,340.0-H,10.0,58
8,340.0-H,10.5,61
8,340.0-H,11.0,57
8,340.0-H,11.5,61
8,340.0-H,12.0,61
8,340.0-H,12.5,59
8,340.0-H,13.0,56
8,340.0-H,13.5,58
8,340.0-H,14.0,60
8,340.0-H,14.5,62
8,340.0-H,15.0,60
8,340.0-H,15.5,58
8,340.0-H,16.0,105
8,340.0-H,16.5,104
8,340.0-H,17.0,106
8,340.0-H,17.5,100
8,340.0-H,18.0,106
8,340.0-H,18.5,104
8,340.0-H,19.0,108
8,340.0-H,19.5,102
8,340.0-H,20.0,52
8,340.0-H,20.5,54
8,340.0-H,21.0,50
8,340.0-H,21.5,54
8,340.0-H,22.0,53
8,340.0-H,22.5,50
8,342.0-F,5.0,31
8,342.0-F,5.5,32
8,342.0-F,6.0,30
8,342.0-F,6.5,32
8,342.0-F,7.0,93
8,342.0-F,7.5,96
8,342.0-F,8.0,90
8,342.0-F,8.5,98
8,342.0-F,9.0,99
8,342.0-F,9.5,99
8,342.0-F,10.0,52
8,342.0-F,10.5,49
8,342.0-F,11.0,52
8,342.0-F,11.5,48
8,342.0-F,12.0,48
8,342.0-F,12.5,50
8,342.0-F,13.0,50
8,342.0-F,13.5,52
8,342.0-F,14.0,51
8,342.0-F,14.5,50
8,342.0-F,15.0,49
8,342.0-F,15.5,53
8,342.0-F,16.0,88
8,342.0-F,16.5,88
8,342.0-F,17.0,85
8,342.0-F,17.5,91
8,342.0-F,18.0,90
8,342.0-F,18.5,86
8,342.0-F,19.0,85
8,342.0-F,19.5,90
8,342.0-F,20.0,45
8,342.0-F,20.5,43
8,342.0-F,21.0,46
8,342.0-F,21.5,43
8,342.0-F,22.0,44
8,342.0-F,22.5,46
8,356-CW-FLY,5.0,80
8,356-CW-FLY,5.5,82
8,356-CW-FLY,6.0,80
8,356-CW-FLY,6.5,79
8,356-CW-FLY,7.0,255
8,356-CW-FLY,7.5,241
8,356-CW-FLY,8.0,253
8,356-CW-FLY,8.5,236
8,356-CW-FLY,9.0,236
8,356-CW-FLY,9.5,232
8,356-CW-FLY,10.0,132
8,356-CW-FLY,10.5,128
8,356-CW-FLY,11.0,134
8,356-CW-FLY,11.5,129
8,356-CW-FLY,12.0,136
8,356-CW-FLY,12.5,126
8,356-CW-FLY,13.0,134
8,356-CW-FLY,13.5,133
8,356-CW-FLY,14.0,133
8,356-CW-FLY,14.5,134
8,356-CW-FLY,15.0,133
8,356-CW-FLY,15.5,131
8,356-CW-FLY,16.0,218
8,356-CW-FLY,16.5,216
8,356-CW-FLY,17.0,236
8,356-CW-FLY,17.5,229
8,356-CW-FLY,18.0,234
8,356-CW-FLY,18.5,226
8,356-CW-FLY,19.0,218
8,356-CW-FLY,19.5,218
8,356-CW-FLY,20.0,116
8,356-CW-FLY,20.5,113
8,356-CW-FLY,21.0,110
8,356-CW-FLY,21.5,113
8,356-CW-FLY,22.0,108
8,356-CW-FLY,22.5,114
8,360-K UFLYO,5.0,30
8,360-K UFLYO,5.5,32
8,360-K UFLYO,6.0,30
8,360-K UFLYO,6.5,31
8,360-K UFLYO,7.0,88
8,360-K UFLYO,7.5,89
8,360-K UFLYO,8.0,92
8,360-K UFLYO,8.5,93
8,360-K UFLYO,9.0,94
8,360-K UFLYO,9.5,91
8,360-K UFLYO,10.0,51
8,360-K UFLYO,10.5,51
8,360-K UFLYO,11.0,51
8,360-K UFLYO,11.5,47
8,360-K UFLYO,12.0,50
8,360-K UFLYO,12.5,48
8,360-K UFLYO,13.0,48
8,360-K UFLYO,13.5,52
8,360-K UFLYO,14.0,48
8,360-K UFLYO,14.5,50
8,360-K UFLYO,15.0,50
8,360-K UFLYO,15.5,51
8,360-K UFLYO,16.0,87
8,360-K UFLYO,16.5,83
8,360-K UFLYO,17.0,85
8,360-K UFLYO,17.5,87
8,360-K UFLYO,18.0,83
8,360-K UFLYO,18.5,86
8,360-K UFLYO,19.0,83
8,360-K UFLYO,19.5,83
8,360-K UFLYO,20.0,43
8,360-K UFLYO,20.5,42
8,360-K UFLYO,21.0,44
8,360-K UFLYO,21.5,44
8,360-K UFLYO,22.0,45
8,360-K UFLYO,22.5,42
8,361-C UNFLYO,5.0,39
8,361-C UNFLYO,5.5,38
8,361-C UNFLYO,6.0,41
8,361-C UNFLYO,6.5,41
8,361-C UNFLYO,7.0,114
8,361-C UNFLYO,7.5,125
8,361-C UNFLYO,8.0,115
8,361-C UNFLYO,8.5,120
8,361-C UNFLYO,9.0,123
8,361-C UNFLYO,9.5,124
8,361-C UNFLYO,10.0,65
8,361-C UNFLYO,10.5,66
8,361-C UNFLYO,11.0,63
8,361-C UNFLYO,11.5,66
8,361-C UNFLYO,12.0,61
8,361-C UNFLYO,12.5,67
8,361-C UNFLYO,13.0,64
8,361-C UNFLYO,13.5,66
8,361-C UNFLYO,14.0,64
8,361-C UNFLYO,14.5,65
8,361-C UNFLYO,15.0,64
8,361-C UNFLYO,15.5,65
8,361-C UNFLYO,16.0,107
8,361-C UNFLYO,16.5,107
8,361-C UNFLYO,17.0,109
8,361-C UNFLYO,17.5,108
8,361-C UNFLYO,18.0,116
8,361-C UNFLYO,18.5,109
8,361-C UNFLYO,19.0,117
8,361-C UNFLYO,19.5,110
8,361-C UNFLYO,20.0,54
8,361-C UNFLYO,20.5,58
8,361-C UNFLYO,21.0,57
8,361-C UNFLYO,21.5,56
8,361-C UNFLYO,22.0,56
8,361-C UNFLYO,22.5,57
8,362.0-C,5.0,41
8,362.0-C,5.5,45
8,362.0-C,6.0,45
8,362.0-C,6.5,43
8,362.0-C,7.0,124
8,362.0-C,7.5,130
8,362.0-C,8.0,122
8,362.0-C,8.5,122
8,362.0-C,9.0,124
8,362.0-C,9.5,127
8,362.0-C,10.0,71
8,362.0-C,10.5,70
8,362.0-C,11.0,70
8,362.0-C,11.5,67
8,362.0-C,12.0,67
8,362.0-C,12.5,67
8,362.0-C,13.0,71
8,362.0-C,13.5,65
8,362.0-C,14.0,70
8,362.0-C,14.5,69
8,362.0-C,15.0,68
8,362.0-C,15.5,70
8,362.0-C,16.0,119
8,362.0-C,16.5,123
8,362.0-C,17.0,124
8,362.0-C,17.5,118
8,362.0-C,18.0,116
8,362.0-C,18.5,120
8,362.0-C,19.0,124
8,362.0-C,19.5,116
8,362.0-C,20.0,60
8,362.0-C,20.5,60
8,362.0-C,21.0,61
8,362.0-C,21.5,57
8,362.0-C,22.0,61
8,362.0-C,22.5,62
8,365.0-J,5.0,53
8,365.0-J,5.5,54
8,365.0-J,6.0,58
8,365.0-J,6.5,53
8,365.0-J,7.0,171
8,365.0-J,7.5,165
8,365.0-J,8.0,161
8,365.0-J,8.5,171
8,365.0-J,9.0,164
8,365.0-J,9.5,165
8,365.0-J,10.0,87
8,365.0-J,10.5,89
8,365.0-J,11.0,85
8,365.0-J,11.5,87
8,365.0-J,12.0,92
8,365.0-J,12.5,86
8,365.0-J,13.0,89
8,365.0-J,13.5,86
8,365.0-J,14.0,90
8,365.0-J,14.5,85
8,365.0-J,15.0,92
8,365.0-J,15.5,88
8,365.0-J,16.0,150
8,365.0-J,16.5,147
8,365.0-J,17.0,149
8,365.0-J,17.5,154
8,365.0-J,18.0,151
8,365.0-J,18.5,159
8,365.0-J,19.0,153
8,365.0-J,19.5,150
8,365.0-J,20.0,78
8,365.0-J,20.5,79
8,365.0-J,21.0,74
8,365.0-J,21.5,74
8,365.0-J,22.0,73
8,365.0-J,22.5,79
8,365.0-N,5.0,30
8,365.0-N,5.5,30
8,365.0-N,6.0,31
8,365.0-N,6.5,31
8,365.0-N,7.0,91
8,365.0-N,7.5,93
8,365.0-N,8.0,87
8,365.0-N,8.5,87
8,365.0-N,9.0,88
8,365.0-N,9.5,86
8,365.0-N,10.0,48
8,365.0-N,10.5,50
8,365.0-N,11.0,46
8,365.0-N,11.5,46
8,365.0-N,12.0,48
8,365.0-N,12.5,50
8,365.0-N,13.0,47
8,365.0-N,13.5,48
8,365.0-N,14.0,46
8,365.0-N,14.5,46
8,365.0-N,15.0,50
8,365.0-N,15.5,50
8,365.0-N,16.0,80
8,365.0-N,16.5,88
8,365.0-N,17.0,85
8,365.0-N,17.5,87
8,365.0-N,18.0,84
8,365.0-N,18.5,84
8,365.0-N,19.0,84
8,365.0-N,19.5,85
8,365.0-N,20.0,40
8,365.0-N,20.5,40
8,365.0-N,21.0,41
8,365.0-N,21.5,43
8,365.0-N,22.0,41
8,365.0-N,22.5,43
8,365.0-P,5.0,62
8,365.0-P,5.5,57
8,365.0-P,6.0,60
8,365.0-P,6.5,59
8,365.0-P,7.0,184
8,365.0-P,7.5,171
8,365.0-P,8.0,180
8,365.0-P,8.5,183
8,365.0-P,9.0,185
8,365.0-P,9.5,180
8,365.0-P,10.0,94
8,365.0-P,10.5,96
8,365.0-P,11.0,98
8,365.0-P,11.5,95
8,365.0-P,12.0,90
8,365.0-P,12.5,98
8,365.0-P,13.0,96
8,365.0-P,13.5,96
8,365.0-P,14.0,92
8,365.0-P,14.5,96
8,365.0-P,15.0,93
8,365.0-P,15.5,96
8,365.0-P,16.0,159
8,365.0-P,16.5,168
8,365.0-P,17.0,173
8,365.0-P,17.5,158
8,365.0-P,18.0,173
8,365.0-P,18.5,164
8,365.0-P,19.0,171
8,365.0-P,19.5,170
8,365.0-P,20.0,83
8,365.0-P,20.5,85
8,365.0-P,21.0,86
8,365.0-P,21.5,82
8,365.0-P,22.0,81
8,365.0-P,22.5,84
8,366.0-Z,5.0,30
8,366.0-Z,5.5,30
8,366.0-Z,6.0,30
8,366.0-Z,6.5,29
8,366.0-Z,7.0,91
8,366.0-Z,7.5,85
8,366.0-Z,8.0,89
8,366.0-Z,8.5,84
8,366.0-Z,9.0,87
8,366.0-Z,9.5,87
8,366.0-Z,10.0,47
8,366.0-Z,10.5,48
8,366.0-Z,11.0,47
8,366.0-Z,11.5,47
8,366.0-Z,12.0,46
8,366.0-Z,12.5,47
8,366.0-Z,13.0,46
8,366.0-Z,13.5,45
8,366.0-Z,14.0,48
8,366.0-Z,14.5,48
8,366.0-Z,15.0,48
8,366.0-Z,15.5,47
8,366.0-Z,16.0,82
8,366.0-Z,16.5,86
8,366.0-Z,17.0,83
8,366.0-Z,17.5,82
8,366.0-Z,18.0,79
8,366.0-Z,18.5,81
8,366.0-Z,19.0,82
8,366.0-Z,19.5,82
8,366.0-Z,20.0,42
8,366.0-Z,20.5,41
8,366.0-Z,21.0,42
8,366.0-Z,21.5,42
8,366.0-Z,22.0,43
8,366.0-Z,22.5,42
8,375.0-B,5.0,39
8,375.0-B,5.5,35
8,375.0-B,6.0,36
8,375.0-B,6.5,35
8,375.0-B,7.0,113
8,375.0-B,7.5,115
8,375.0-B,8.0,108
8,375.0-B,8.5,116
8,375.0-B,9.0,106
8,375.0-B,9.5,116
8,375.0-B,10.0,58
8,375.0-B,10.5,57
8,375.0-B,11.0,59
8,375.0-B,11.5,58
8,375.0-B,12.0,58
8,375.0-B,12.5,58
8,375.0-B,13.0,61
8,375.0-B,13.5,59
8,375.0-B,14.0,58
8,375.0-B,14.5,60
8,375.0-B,15.0,60
8,375.0-B,15.5,58
8,375.0-B,16.0,103
8,375.0-B,16.5,100
8,375.0-B,17.0,100
8,375.0-B,17.5,105
8,375.0-B,18.0,100
8,375.0-B,18.5,104
8,375.0-B,19.0,106
8,375.0-B,19.5,100
8,375.0-B,20.0,52
8,375.0-B,20.5,51
8,375.0-B,21.0,54
8,375.0-B,21.5,52
8,375.0-B,22.0,53
8,375.0-B,22.5,52
8,375.0-D,5.0,129
8,375.0-D,5.5,137
8,375.0-D,6.0,142
8,375.0-D,6.5,137
8,375.0-D,7.0,419
8,375.0-D,7.5,422
8,375.0-D,8.0,395
8,375.0-D,8.5,395
8,375.0-D,9.0,411
8,375.0-D,9.5,403
8,375.0-D,10.0,224
8,375.0-D,10.5,225
8,375.0-D,11.0,214
8,375.0-D,11.5,211
8,375.0-D,12.0,223
8,375.0-D,12.5,212
8,375.0-D,13.0,224
8,375.0-D,13.5,215
8,375.0-D,14.0,220
8,375.0-D,14.5,208
8,375.0-D,15.0,219
8,375.0-D,15.5,216
8,375.0-D,16.0,383
8,375.0-D,16.5,367
8,375.0-D,17.0,388
8,375.0-D,17.5,393
8,375.0-D,18.0,369
8,375.0-D,18.5,364
8,375.0-D,19.0,361
8,375.0-D,19.5,385
8,375.0-D,20.0,192
8,375.0-D,20.5,191
8,375.0-D,21.0,185
8,375.0-D,21.5,188
8,375.0-D,22.0,191
8,375.0-D,22.5,190
8,398.0-H,5.0,42
8,398.0-H,5.5,39
8,398.0-H,6.0,41
8,398.0-H,6.5,40
8,398.0-H,7.0,121
8,398.0-H,7.5,124
8,398.0-H,8.0,124
8,398.0-H,8.5,127
8,398.0-H,9.0,117
8,398.0-H,9.5,117
8,398.0-H,10.0,66
8,398.0-H,10.5,65
8,398.0-H,11.0,63
8,398.0-H,11.5,62
8,398.0-H,12.0,62
8,398.0-H,12.5,67
8,398.0-H,13.0,63
8,398.0-H,13.5,64
8,398.0-H,14.0,63
8,398.0-H,14.5,64
8,398.0-H,15.0,62
8,398.0-H,15.5,65
8,398.0-H,16.0,108
8,398.0-H,16.5,117
8,398.0-H,17.0,110
8,398.0-H,17.5,114
8,398.0-H,18.0,118
8,398.0-H,18.5,115
8,398.0-H,19.0,114
8,398.0-H,19.5,111
8,398.0-H,20.0,56
8,398.0-H,20.5,58
8,398.0-H,21.0,60
8,398.0-H,21.5,58
8,398.0-H,22.0,57
8,398.0-H,22.5,58
8,401.0-AF,5.0,33
8,401.0-AF,5.5,32
8,401.0-AF,6.0,33
8,401.0-AF,6.5,35
8,401.0-AF,7.0,96
8,401.0-AF,7.5,101
8,401.0-AF,8.0,96
8,401.0-AF,8.5,99
8,401.0-AF,9.0,95
8,401.0-AF,9.5,99
8,401.0-AF,10.0,54
8,401.0-AF,10.5,52
8,401.0-AF,11.0,54
8,401.0-AF,11.5,54
8,401.0-AF,12.0,55
8,401.0-AF,12.5,51
8,401.0-AF,13.0,52
8,401.0-AF,13.5,51
8,401.0-AF,14.0,55
8,401.0-AF,14.5,55
8,401.0-AF,15.0,53
8,401.0-AF,15.5,55
8,401.0-AF,16.0,93
8,401.0-AF,16.5,94
8,401.0-AF,17.0,89
8,401.0-AF,17.5,95
8,401.0-AF,18.0,89
8,401.0-AF,18.5,95
8,401.0-AF,19.0,95
8,401.0-AF,19.5,94
8,401.0-AF,20.0,44
8,401.0-AF,20.5,45
8,401.0-AF,21.0,45
8,401.0-AF,21.5,46
8,401.0-AF,22.0,44
8,401.0-AF,22.5,48
8,401.0-B,5.0,38
8,401.0-B,5.5,37
8,401.0-B,6.0,37
8,401.0-B,6.5,37
8,401.0-B,7.0,114
8,401.0-B,7.5,113
8,401.0-B,8.0,117
8,401.0-B,8.5,112
8,401.0-B,9.0,118
8,401.0-B,9.5,116
8,401.0-B,10.0,58
8,401.0-B,10.5,63
8,401.0-B,11.0,58
8,401.0-B,11.5,62
8,401.0-B,12.0,59
8,401.0-B,12.5,62
8,401.0-B,13.0,62
8,401.0-B,13.5,62
8,401.0-B,14.0,62
8,401.0-B,14.5,59
8,401.0-B,15.0,57
8,401.0-B,15.5,59
8,401.0-B,16.0,102
8,401.0-B,16.5,107
8,401.0-B,17.0,103
8,401.0-B,17.5,110
8,401.0-B,18.0,106
8,401.0-B,18.5,108
8,401.0-B,19.0,101
8,401.0-B,19.5,109
8,401.0-B,20.0,55
8,401.0-B,20.5,52
8,401.0-B,21.0,53
8,401.0-B,21.5,54
8,401.0-B,22.0,51
8,401.0-B,22.5,53
8,401.0-E,5.0,30
8,401.0-E,5.5,29
8,401.0-E,6.0,30
8,401.0-E,6.5,29
8,401.0-E,7.0,86
8,401.0-E,7.5,87
8,401.0-E,8.0,94
8,401.0-E,8.5,90
8,401.0-E,9.0,94
8,401.0-E,9.5,89
8,401.0-E,10.0,47
8,401.0-E,10.5,48
8,401.0-E,11.0,48
8,401.0-E,11.5,46
8,401.0-E,12.0,49
8,401.0-E,12.5,47
8,401.0-E,13.0,49
8,401.0-E,13.5,49
8,401.0-E,14.0,46
8,401.0-E,14.5,46
8,401.0-E,15.0,49
8,401.0-E,15.5,48
8,401.0-E,16.0,80
8,401.0-E,16.5,88
8,401.0-E,17.0,80
8,401.0-E,17.5,86
8,401.0-E,18.0,88
8,401.0-E,18.5,82
8,401.0-E,19.0,81
8,401.0-E,19.5,81
8,401.0-E,20.0,41
8,401.0-E,20.5,40
8,401.0-E,21.0,43
8,401.0-E,21.5,40
8,401.0-E,22.0,42
8,401.0-E,22.5,44
8,401.0-K,5.0,96
8,401.0-K,5.5,94
8,401.0-K,6.0,91
8,401.0-K,6.5,94
8,401.0-K,7.0,280
8,401.0-K,7.5,277
8,401.0-K,8.0,269
8,401.0-K,8.5,290
8,401.0-K,9.0,278
8,401.0-K,9.5,270
8,401.0-K,10.0,147
8,401.0-K,10.5,148
8,401.0-K,11.0,154
8,401.0-K,11.5,152
8,401.0-K,12.0,153
8,401.0-K,12.5,142
8,401.0-K,13.0,148
8,401.0-K,13.5,149
8,401.0-K,14.0,142
8,401.0-K,14.5,145
8,401.0-K,15.0,153
8,401.0-K,15.5,143
8,401.0-K,16.0,261
8,401.0-K,16.5,253
8,401.0-K,17.0,248
8,401.0-K,17.5,254
8,401.0-K,18.0,273
8,401.0-K,18.5,268
8,401.0-K,19.0,272
8,401.0-K,19.5,260
8,401.0-K,20.0,125
8,401.0-K,20.5,131
8,401.0-K,21.0,130
8,401.0-K,21.5,135
8,401.0-K,22.0,125
8,401.0-K,22.5,130
8,401.0-KB,5.0,37
8,401.0-KB,5.5,37
8,401.0-KB,6.0,39
8,401.0-KB,6.5,38
8,401.0-KB,7.0,113
8,401.0-KB,7.5,113
8,401.0-KB,8.0,114
8,401.0-KB,8.5,117
8,401.0-KB,9.0,118
8,401.0-KB,9.5,119
8,401.0-KB,10.0,63
8,401.0-KB,10.5,60
8,401.0-KB,11.0,62
8,401.0-KB,11.5,60
8,401.0-KB,12.0,59
8,401.0-KB,12.5,63
8,401.0-KB,13.0,58
8,401.0-KB,13.5,63
8,401.0-KB,14.0,61
8,401.0-KB,14.5,62
8,401.0-KB,15.0,62
8,401.0-KB,15.5,63
8,401.0-KB,16.0,108
8,401.0-KB,16.5,108
8,401.0-KB,17.0,102
8,401.0-KB,17.5,107
8,401.0-KB,18.0,103
8,401.0-KB,18.5,109
8,401.0-KB,19.0,107
8,401.0-KB,19.5,108
8,401.0-KB,20.0,51
8,401.0-KB,20.5,51
8,401.0-KB,21.0,54
8,401.0-KB,21.5,51
8,401.0-KB,22.0,51
8,401.0-KB,22.5,51
8,401.0-M,5.0,50
8,401.0-M,5.5,49
8,401.0-M,6.0,47
8,401.0-M,6.5,47
8,401.0-M,7.0,140
8,401.0-M,7.5,146
8,401.0-M,8.0,145
8,401.0-M,8.5,138
8,401.0-M,9.0,138
8,401.0-M,9.5,137
8,401.0-M,10.0,77
8,401.0-M,10.5,78
8,401.0-M,11.0,74
8,401.0-M,11.5,72
8,401.0-M,12.0,73
8,401.0-M,12.5,80
8,401.0-M,13.0,74
8,401.0-M,13.5,78
8,401.0-M,14.0,77
8,401.0-M,14.5,75
8,401.0-M,15.0,74
8,401.0-M,15.5,73
8,401.0-M,16.0,135
8,401.0-M,16.5,137
8,401.0-M,17.0,135
8,401.0-M,17.5,133
8,401.0-M,18.0,127
8,401.0-M,18.5,139
8,401.0-M,19.0,137
8,401.0-M,19.5,130
8,401.0-M,20.0,70
8,401.0-M,20.5,67
8,401.0-M,21.0,67
8,401.0-M,21.5,68
8,401.0-M,22.0,69
8,401.0-M,22.5,68
8,401.0-MC,5.0,42
8,401.0-MC,5.5,43
8,401.0-MC,6.0,45
8,401.0-MC,6.5,42
8,401.0-MC,7.0,129
8,401.0-MC,7.5,130
8,401.0-MC,8.0,130
8,401.0-MC,8.5,132
8,401.0-MC,9.0,136
8,401.0-MC,9.5,127
8,401.0-MC,10.0,67
8,401.0-MC,10.5,67
8,401.0-MC,11.0,72
8,401.0-MC,11.5,71
8,401.0-MC,12.0,68
8,401.0-MC,12.5,72
8,401.0-MC,13.0,72
8,401.0-MC,13.5,72
8,401.0-MC,14.0,73
8,401.0-MC,14.5,68
8,401.0-MC,15.0,71
8,401.0-MC,15.5,69
8,401.0-MC,16.0,126
8,401.0-MC,16.5,125
8,401.0-MC,17.0,125
8,401.0-MC,17.5,124
8,401.0-MC,18.0,118
8,401.0-MC,18.5,122
8,401.0-MC,19.0,128
8,401.0-MC,19.5,127
8,401.0-MC,20.0,58
8,401.0-MC,20.5,59
8,401.0-MC,21.0,59
8,401.0-MC,21.5,62
8,401.0-MC,22.0,63
8,401.0-MC,22.5,59
8,401.0-MK,5.0,41
8,401.0-MK,5.5,42
8,401.0-MK,6.0,42
8,401.0-MK,6.5,41
8,401.0-MK,7.0,124
8,401.0-MK,7.5,123
8,401.0-MK,8.0,121
8,401.0-MK,8.5,124
8,401.0-MK,9.0,125
8,401.0-MK,9.5,128
8,401.0-MK,10.0,66
8,401.0-MK,10.5,67
8,401.0-MK,11.0,63
8,401.0-MK,11.5,65
8,401.0-MK,12.0,62
8,401.0-MK,12.5,64
8,401.0-MK,13.0,67
8,401.0-MK,13.5,69
8,401.0-MK,14.0,63
8,401.0-MK,14.5,65
8,401.0-MK,15.0,68
8,401.0-MK,15.5,64
8,401.0-MK,16.0,115
8,401.0-MK,16.5,117
8,401.0-MK,17.0,116
8,401.0-MK,17.5,111
8,401.0-MK,18.0,113
8,401.0-MK,18.5,118
8,401.0-MK,19.0,115
8,401.0-MK,19.5,109
8,401.0-MK,20.0,59
8,401.0-MK,20.5,55
8,401.0-MK,21.0,59
8,401.0-MK,21.5,56
8,401.0-MK,22.0,60
8,401.0-MK,22.5,57
8,401.0-R,5.0,53
8,401.0-R,5.5,52
8,401.0-R,6.0,52
8,401.0-R,6.5,56
8,401.0-R,7.0,168
8,401.0-R,7.5,158
8,401.0-R,8.0,160
8,401.0-R,8.5,164
8,401.0-R,9.0,167
8,401.0-R,9.5,162
8,401.0-R,10.0,85
8,401.0-R,10.5,85
8,401.0-R,11.0,87
8,401.0-R,11.5,81
8,401.0-R,12.0,87
8,401.0-R,12.5,84
8,401.0-R,13.0,88
8,401.0-R,13.5,82
8,401.0-R,14.0,86
8,401.0-R,14.5,85
8,401.0-R,15.0,87
8,401.0-R,15.5,82
8,401.0-R,16.0,151
8,401.0-R,16.5,151
8,401.0-R,17.0,151
8,401.0-R,17.5,151
8,401.0-R,18.0,152
8,401.0-R,18.5,154
8,401.0-R,19.0,146
8,401.0-R,19.5,155
8,401.0-R,20.0,75
8,401.0-R,20.5,72
8,401.0-R,21.0,72
8,401.0-R,21.5,74
8,401.0-R,22.0,77
8,401.0-R,22.5,76
8,45.0-D,5.0,39
8,45.0-D,5.5,38
8,45.0-D,6.0,37
8,45.0-D,6.5,36
8,45.0-D,7.0,111
8,45.0-D,7.5,112
8,45.0-D,8.0,108
8,45.0-D,8.5,109
8,45.0-D,9.0,114
8,45.0-D,9.5,115
8,45.0-D,10.0,63
8,45.0-D,10.5,63
8,45.0-D,11.0,61
8,45.0-D,11.5,60
8,45.0-D,12.0,61
8,45.0-D,12.5,62
8,45.0-D,13.0,58
8,45.0-D,13.5,59
8,45.0-D,14.0,62
8,45.0-D,14.5,59
8,45.0-D,15.0,60
8,45.0-D,15.5,61
8,45.0-D,16.0,102
8,45.0-D,16.5,104
8,45.0-D,17.0,103
8,45.0-D,17.5,100
8,45.0-D,18.0,100
8,45.0-D,18.5,108
8,45.0-D,19.0,103
8,45.0-D,19.5,105
8,45.0-D,20.0,51
8,45.0-D,20.5,55
8,45.0-D,21.0,51
8,45.0-D,21.5,52
8,45.0-D,22.0,54
8,45.0-D,22.5,54
8,500.0-A,5.0,29
8,500.0-A,5.5,30
8,500.0-A,6.0,29
8,500.0-A,6.5,29
8,500.0-A,7.0,85
8,500.0-A,7.5,85
8,500.0-A,8.0,91
8,500.0-A,8.5,88
8,500.0-A,9.0,88
8,500.0-A,9.5,91
8,500.0-A,10.0,48
8,500.0-A,10.5,46
8,500.0-A,11.0,48
8,500.0-A,11.5,45
8,500.0-A,12.0,48
8,500.0-A,12.5,48
8,500.0-A,13.0,49
8,500.0-A,13.5,45
8,500.0-A,14.0,45
8,500.0-A,14.5,46
8,500.0-A,15.0,46
8,500.0-A,15.5,46
8,500.0-A,16.0,86
8,500.0-A,16.5,81
8,500.0-A,17.0,81
8,500.0-A,17.5,85
8,500.0-A,18.0,82
8,500.0-A,18.5,85
8,500.0-A,19.0,79
8,500.0-A,19.5,82
8,500.0-A,20.0,39
8,500.0-A,20.5,39
8,500.0-A,21.0,43
8,500.0-A,21.5,40
8,500.0-A,22.0,41
8,500.0-A,22.5,41
8,500.0-B,5.0,37
8,500.0-B,5.5,40
8,500.0-B,6.0,36
8,500.0-B,6.5,39
8,500.0-B,7.0,119
8,500.0-B,7.5,115
8,500.0-B,8.0,119
8,500.0-B,8.5,109
8,500.0-B,9.0,113
8,500.0-B,9.5,111
8,500.0-B,10.0,62
8,500.0-B,10.5,64
8,500.0-B,11.0,59
8,500.0-B,11.5,62
8,500.0-B,12.0,59
8,500.0-B,12.5,61
8,500.0-B,13.0,61
8,500.0-B,13.5,64
8,500.0-B,14.0,61
8,500.0-B,14.5,60
8,500.0-B,15.0,58
8,500.0-B,15.5,59
8,500.0-B,16.0,103
8,500.0-B,16.5,104
8,500.0-B,17.0,110
8,500.0-B,17.5,107
8,500.0-B,18.0,107
8,500.0-B,18.5,102
8,500.0-B,19.0,110
8,500.0-B,19.5,109
8,500.0-B,20.0,51
8,500.0-B,20.5,54
8,500.0-B,21.0,53
8,500.0-B,21.5,51
8,500.0-B,22.0,53
8,500.0-B,22.5,53
8,500.0-C,5.0,65
8,500.0-C,5.5,71
8,500.0-C,6.0,70
8,500.0-C,6.5,69
8,500.0-C,7.0,202
8,500.0-C,7.5,201
8,500.0-C,8.0,206
8,500.0-C,8.5,203
8,500.0-C,9.0,194
8,500.0-C,9.5,203
8,500.0-C,10.0,111
8,500.0-C,10.5,108
8,500.0-C,11.0,103
8,500.0-C,11.5,111
8,500.0-C,12.0,105
8,500.0-C,12.5,105
8,500.0-C,13.0,104
8,500.0-C,13.5,106
8,500.0-C,14.0,111
8,500.0-C,14.5,108
8,500.0-C,15.0,105
8,500.0-C,15.5,112
8,500.0-C,16.0,196
8,500.0-C,16.5,196
